VTX,IDX,Position[0],Position[1],Position[2],Position[3],Normal[0],Normal[1],Normal[2],TexCoord0[0],TexCoord0[1]
128,263,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0454770923,-0.1768542528
129,16,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0377123952,-0.0824308991
130,891,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0703248978,-0.1732512712
131,460,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0930378288,-0.0659348667
132,310,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,1.#INF000000,1.#INF000000,-1.#INF000000,0.6783666611,-0.4747989178
133,23,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6748806238,-0.5045503974
134,17,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6603740454,-0.5032189488
135,310,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,1.#INF000000,1.#INF000000,-1.#INF000000,0.6783666611,-0.4747989178
136,17,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6603740454,-0.5032189488
137,298,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6669104099,-0.4870249331
138,501,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6783666611,-0.4747989178
139,298,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6669104099,-0.4870249331
140,17,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6603740454,-0.5032189488
141,17,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6603740454,-0.5032189488
142,461,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6748585701,-0.5047388673
143,501,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6783666611,-0.4747989178
144,18,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3104391992,-0.0401936918
145,179,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2182184905,-0.1422388703
146,26,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2071376443,-0.0443043225
147,19,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3105647266,-0.0399897695
148,214,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3332704306,-0.1252686977
149,180,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2182205766,-0.1422387958
150,24,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3042666614,-0.6379587650
151,213,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3312526643,-0.6988976002
152,20,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3466438353,-0.6490269303
153,25,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8912587762,-0.6560562849
154,21,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9673699141,-0.6579775214
155,1049,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9078233242,-0.6441178918
156,29,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9930973053,-0.6644754410
157,1053,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9764293432,-0.6583353877
158,21,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9673699141,-0.6579775214
159,1049,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9078233242,-0.6441178918
160,21,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9673699141,-0.6579775214
161,1053,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9764293432,-0.6583353877
162,22,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0930378288,-0.0659348667
163,26,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2071376443,-0.0443043225
164,253,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1029757112,-0.1626518518
165,22,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0930378288,-0.0659348667
166,253,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1029757112,-0.1626518518
167,261,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.0703248978,-0.1732512712
168,23,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6748806238,-0.5045503974
169,310,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,1.#INF000000,1.#INF000000,-1.#INF000000,0.6783666611,-0.4747989178
170,28,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6852084398,-0.5052478909
171,24,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3042666614,-0.6379587650
172,187,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2910343111,-0.6925610900
173,212,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3312066793,-0.6988056302
174,246,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2607367039,-0.6888398528
175,187,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2910343111,-0.6925610900
176,24,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3042666614,-0.6379587650
177,1049,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9078233242,-0.6441178918
178,302,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8195389509,-0.6399458051
179,25,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.8912587762,-0.6560562849
180,179,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2182184905,-0.1422388703
181,253,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.1029757112,-0.1626518518
182,26,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2071376443,-0.0443043225
183,27,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3605506122,-0.6555248499
184,323,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3886860609,-0.6520993114
185,1045,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3577076197,-0.6498354673
186,310,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,1.#INF000000,1.#INF000000,-1.#INF000000,0.6783666611,-0.4747989178
187,327,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6870322227,-0.4759151042
188,28,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.6852084398,-0.5052478909
189,29,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9930973053,-0.6644754410
190,1046,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9878377318,-0.6587860584
191,1053,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.9764293432,-0.6583353877
192,58,-776436580352.0000000000,139080335360.0000000000,-643490906112.0000000000,1.0000000000,-5278153048064.0000000000,309149302784.0000000000,-4661786443776.0000000000,0.6205832362,-0.9821146131
193,30,-585885810688.0000000000,-324654465024.0000000000,-679596195840.0000000000,1.0000000000,-4424417148928.0000000000,-2080729595904.0000000000,-4964545986560.0000000000,0.5384916067,-0.9809356332
194,53,2244968753770452400000000.0000000000,51661043527146092000000.0000000000,2065528483139007000000000.0000000000,1.0000000000,7656373009260856700000000.0000000000,11731942457595529000000000.0000000000,12263533810782663000000000.0000000000,0.6295068264,-0.9609368443
195,916,-340461682688.0000000000,-762583056384.0000000000,-654129233920.0000000000,1.0000000000,-3074835873792.0000000000,-4256007454720.0000000000,-4719324430336.0000000000,0.6205832362,-0.9821146131
196,918,1182388592997529200000000.0000000000,1096923890955310300000000.0000000000,1571014941424840900000000.0000000000,1.0000000000,10932490545400076000000000.0000000000,-1508249894714044200000000.0000000000,9263833817058953100000000.0000000000,0.6295068264,-0.9609368443
197,30,-585885810688.0000000000,-324654465024.0000000000,-679596195840.0000000000,1.0000000000,-4424417148928.0000000000,-2080729595904.0000000000,-4964545986560.0000000000,0.5384916067,-0.9809356332
198,432,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5390374660,-0.4396946132
199,36,7344370544605656400000000.0000000000,-6562410181017347000000000.0000000000,3717102805891934800000000.0000000000,1.0000000000,18837328515197250000000000.0000000000,-54460783697414552000000000.0000000000,-7461227786008844900000000.0000000000,0.5356023908,-0.4198138714
200,31,2202412259307592600000000.0000000000,-5147065871678660200000000.0000000000,-321178711025554290000000.0000000000,1.0000000000,-556222368211554900000000.0000000000,-43019402823253050000000000.0000000000,-19935613069700779000000000.0000000000,0.4575523436,-0.4207965434
201,434,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4443939626,-0.4511856735
202,31,2202412259307592600000000.0000000000,-5147065871678660200000000.0000000000,-321178711025554290000000.0000000000,1.0000000000,-556222368211554900000000.0000000000,-43019402823253050000000000.0000000000,-19935613069700779000000000.0000000000,0.4575523436,-0.4207965434
203,430,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2668862343,-0.4530467987
204,434,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.4443939626,-0.4511856735
205,432,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.5390374660,-0.4396946132
206,31,2202412259307592600000000.0000000000,-5147065871678660200000000.0000000000,-321178711025554290000000.0000000000,1.0000000000,-556222368211554900000000.0000000000,-43019402823253050000000000.0000000000,-19935613069700779000000000.0000000000,0.4575523436,-0.4207965434
207,32,2202412259307592600000000.0000000000,-5147065871678660200000000.0000000000,-321178711025554290000000.0000000000,1.0000000000,-556222368211554900000000.0000000000,-43019402823253050000000000.0000000000,-19935613069700779000000000.0000000000,0.5981906056,-0.1872537285
208,39,7344370544605656400000000.0000000000,-6562410181017347000000000.0000000000,3717102805891934800000000.0000000000,1.0000000000,18837328515197250000000000.0000000000,-54460783697414552000000000.0000000000,-7461227786008844900000000.0000000000,0.5997927785,-0.2899124324
209,40,-170484520498847520000000.0000000000,-2329876522668352100000000.0000000000,-1207369952044162200000000.0000000000,1.0000000000,-1950984146389247900000000.0000000000,-15804581179465490000000000.0000000000,-8912871828920078200000000.0000000000,0.7522301674,-0.1895556897
210,128,8398697660903039600000000.0000000000,-5251656028272831900000000.0000000000,5268199298942435500000000.0000000000,1.0000000000,29885968984657439000000000.0000000000,-38843161422057613000000000.0000000000,9643133462859559700000000.0000000000,0.4115671515,-0.9844456911
211,431,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3434916139,-0.9484464526
212,33,7481771117838682000000000.0000000000,-915506720231434320000000.0000000000,6392506444726445100000000.0000000000,1.0000000000,28577534509980192000000000.0000000000,-14054509746155049000000000.0000000000,19648627848774042000000000.0000000000,0.3344826102,-0.9882287979
213,431,1.#INF000000,1.#INF000000,-1.#INF000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.3434916139,-0.9484464526
214,429,-1.#IND000000,-1.#IND000000,-1.#IND000000,1.0000000000,-1.#IND000000,-1.#IND000000,-1.#IND000000,0.2666689157,-0.9552026391
215,33,7481771117838682000000000.0000000000,-915506720231434320000000.0000000000,6392506444726445100000000.0000000000,1.0000000000,28577534509980192000000000.0000000000,-14054509746155049000000000.0000000000,19648627848774042000000000.0000000000,0.3344826102,-0.9882287979
216,34,7481771117838682000000000.0000000000,-915506720231434320000000.0000000000,6392506444726445100000000.0000000000,1.0000000000,28577534509980192000000000.0000000000,-14054509746155049000000000.0000000000,19648627848774042000000000.0000000000,0.5985065103,-0.1890406460
217,47,5040110496617787600000000.0000000000,-1457019971772027000000000.0000000000,3926810868899011900000000.0000000000,1.0000000000,39918874079343949000000000.0000000000,-1176939165390816800000000.0000000000,35781707493782647000000000.0000000000,0.7535457611,-0.1880028695
218,50,5608725618082361500000000.0000000000,-5915750920602174100000000.0000000000,2430289932881709300000000.0000000000,1.0000000000,39864769778975759000000000.0000000000,-29994156832806736000000000.0000000000,22717252948807663000000000.0000000000,0.7501809597,-0.2956327796
219,129,8398697660903039600000000.0000000000,-5251656028272831900000000.0000000000,5268199298942435500000000.0000000000,1.0000000000,29885968984657439000000000.0000000000,-38843161422057613000000000.0000000000,9643133462859559700000000.0000000000,0.5994576812,-0.2972183228
